1,-3.1878,55.9444,300,-3.18765,55.94414019237887,bound.ends.matter
2,-3.18765,55.94414019237887,220,-3.187879813332936,55.94394735609596,null
3,-3.187879813332936,55.94394735609596,210,-3.1881396209540713,55.94379735609596,cubs.trucks.help
4,-3.1881396209540713,55.94379735609596,300,-3.1879896209540712,55.94353754847483,scare.cubs.resort
5,-3.1879896209540712,55.94353754847483,10,-3.1876941786281674,55.94358964292813,null
6,-3.1876941786281674,55.94358964292813,0,-3.187394178628167,55.94358964292813,shut.stands.media
7,-3.187394178628167,55.94358964292813,310,-3.1872013423452614,55.943359829595195,null
8,-3.1872013423452614,55.943359829595195,320,-3.1869715290123257,55.94316699331229,null
9,-3.1869715290123257,55.94316699331229,260,-3.1870236234656257,55.94287155098638,valve.elaborate.fortunate
10,-3.1870236234656257,55.94287155098638,190,-3.1873190657915296,55.94281945653308,null
11,-3.1873190657915296,55.94281945653308,190,-3.1876145081174334,55.94276736207978,panic.squad.danger
12,-3.1876145081174334,55.94276736207978,140,-3.187844321450369,55.942960198362684,null
13,-3.187844321450369,55.942960198362684,140,-3.188074134783305,55.94315303464559,null
14,-3.188074134783305,55.94315303464559,130,-3.1882669710662106,55.943382847978526,null
15,-3.1882669710662106,55.943382847978526,150,-3.188526778687346,55.943532847978524,null
16,-3.188526778687346,55.943532847978524,150,-3.1887865863084817,55.94368284797852,null
17,-3.1887865863084817,55.94368284797852,120,-3.1889365863084818,55.943942655599656,noted.friday.jams
18,-3.1889365863084818,55.943942655599656,190,-3.1892320286343856,55.943890561146354,null
19,-3.1892320286343856,55.943890561146354,190,-3.1895274709602894,55.94383846669305,burn.spot.across
20,-3.1895274709602894,55.94383846669305,270,-3.1895274709602894,55.94353846669305,cars.attend.hotels
21,-3.1895274709602894,55.94353846669305,300,-3.1893774709602893,55.943278659071915,rents.cone.stove
22,-3.1893774709602893,55.943278659071915,190,-3.189672913286193,55.94322656461861,null
23,-3.189672913286193,55.94322656461861,190,-3.189968355612097,55.94317447016531,shows.fries.lamp
24,-3.189968355612097,55.94317447016531,210,-3.1902281632332326,55.94302447016531,null
25,-3.1902281632332326,55.94302447016531,210,-3.190487970854368,55.942874470165314,tonic.bliss.cove
26,-3.190487970854368,55.942874470165314,160,-3.190769878640604,55.942977076208315,null
27,-3.190769878640604,55.942977076208315,170,-3.1910653209665076,55.94302917066162,else.urban.museum
28,-3.1910653209665076,55.94302917066162,110,-3.1911679270095052,55.943311078447856,meal.feed.large
29,-3.1911679270095052,55.943311078447856,80,-3.1911158325562052,55.94360652077376,null
30,-3.1911158325562052,55.94360652077376,90,-3.1911158325562052,55.943906520773766,spicy.bunch.shady
