1,-3.188396,55.944425,20,-3.1881140922137643,55.944527606043,null
2,-3.1881140922137643,55.944527606043,40,-3.1878842788808286,55.94472044232591,hurt.green.filer
3,-3.1878842788808286,55.94472044232591,290,-3.187781672837831,55.94443853453967,null
4,-3.187781672837831,55.94443853453967,290,-3.1876790667948334,55.94415662675343,bound.ends.matter
5,-3.1876790667948334,55.94415662675343,200,-3.187960974581069,55.94405402071043,null
6,-3.187960974581069,55.94405402071043,240,-3.188110974581069,55.9437942130893,cubs.trucks.help
7,-3.188110974581069,55.9437942130893,300,-3.187960974581069,55.943534405468164,null
8,-3.187960974581069,55.943534405468164,290,-3.1878583685380715,55.943252497681925,gums.clock.modes
9,-3.1878583685380715,55.943252497681925,260,-3.1879104629913715,55.94295705535602,null
10,-3.1879104629913715,55.94295705535602,320,-3.187680649658436,55.94276421907311,panic.squad.danger
11,-3.187680649658436,55.94276421907311,70,-3.187578043615438,55.94304612685935,null
12,-3.187578043615438,55.94304612685935,70,-3.1874754375724406,55.94332803464559,null
13,-3.1874754375724406,55.94332803464559,70,-3.187372831529443,55.94360994243183,shut.stands.media
14,-3.187372831529443,55.94360994243183,330,-3.1871130239083074,55.94345994243183,null
15,-3.1871130239083074,55.94345994243183,320,-3.1868832105753717,55.94326710614892,null
16,-3.1868832105753717,55.94326710614892,320,-3.186653397242436,55.94307426986602,null
17,-3.186653397242436,55.94307426986602,340,-3.1863714894562003,55.942971663823016,hers.banks.goat
18,-3.1863714894562003,55.942971663823016,10,-3.1860760471302965,55.94302375827632,null
19,-3.1860760471302965,55.94302375827632,10,-3.1857806048043926,55.94307585272962,toned.deflection.bland
20,-3.1857806048043926,55.94307585272962,70,-3.185677998761395,55.94335776051586,null
21,-3.185677998761395,55.94335776051586,80,-3.185625904308095,55.943653202841766,null
22,-3.185625904308095,55.943653202841766,70,-3.1855232982650974,55.943935110628004,manliness.poem.cliff
23,-3.1855232982650974,55.943935110628004,150,-3.185783105886233,55.944085110628,null
24,-3.185783105886233,55.944085110628,150,-3.1860429135073685,55.944235110628,organs.shape.fantastic
25,-3.1860429135073685,55.944235110628,20,-3.1857610057211327,55.944337716671,null
26,-3.1857610057211327,55.944337716671,10,-3.185465563395229,55.9443898111243,null
27,-3.185465563395229,55.9443898111243,40,-3.185235750062293,55.94458264740721,acid.chair.butter
28,-3.185235750062293,55.94458264740721,90,-3.185235750062293,55.94488264740721,null
29,-3.185235750062293,55.94488264740721,90,-3.185235750062293,55.945182647407215,null
30,-3.185235750062293,55.945182647407215,100,-3.185287844515593,55.94547808973312,null
31,-3.185287844515593,55.94547808973312,90,-3.185287844515593,55.945778089733125,null
32,-3.185287844515593,55.945778089733125,100,-3.1853399389688932,55.94607353205903,prime.rent.silk
33,-3.1853399389688932,55.94607353205903,200,-3.185621846755129,55.94597092601603,null
34,-3.185621846755129,55.94597092601603,200,-3.1859037545413647,55.94586831997303,null
35,-3.1859037545413647,55.94586831997303,200,-3.1861856623276004,55.94576571393003,posts.kicked.universally
36,-3.1861856623276004,55.94576571393003,210,-3.186445469948736,55.94561571393003,null
